"tick","active_firms","total_revenue","mean_revenue","median_revenue","sd_revenue","cv_revenue","zero_revenue_share","sold_out_share","total_unsold_output","total_profit","loss_firm_share","revenue_gini"
1590,358,110089.378362227,307.512230062087,235.28923214492,271.324195096878,0.882320013880739,0.0335195530726257,0.575418994413408,2850,-948782087317.761,0.868715083798883,0.444006544885397
1591,357,110469.667198721,309.438843693896,234.33229681233,270.061977486724,0.87274750080787,0.0224089635854342,0.574229691876751,2860,-977245029952.067,0.871148459383754,0.447649534818295
1592,356,110847.711266297,311.369975467125,233.989490732087,270.189730324249,0.867744970975136,0.0252808988764045,0.556179775280899,2825,-1006561937138.16,0.876404494382023,0.446405474727672
1593,359,110636.140581905,308.178664573552,228.729266796031,269.695437321417,0.87512689333836,0.0362116991643454,0.565459610027855,2895,-1036758418853.44,0.874651810584958,0.453687805947279
1594,357,110460.249621107,309.41246392467,242.005029437732,266.110378405779,0.860050610212542,0.0196078431372549,0.599439775910364,2895,-1067860830049.69,0.876750700280112,0.44193511244576
1595,358,109559.890508337,306.033213710438,226.142616963598,267.082147078729,0.872722747444783,0.0167597765363128,0.589385474860335,2879,-1099896360319.39,0.868715083798883,0.445929448413638
1596,358,110487.926042693,308.625491739365,227.148905152272,267.810790286085,0.867753304423252,0.0251396648044693,0.594972067039106,2873,-1132893000388.28,0.865921787709497,0.439092706739359
1597,356,110373.351827318,310.037505132915,243.45119024054,252.486645015681,0.814374521906433,0.00561797752808989,0.606741573033708,2751,-1166879543490.56,0.882022471910112,0.413637794927969
1598,358,109736.415852873,306.526301265008,238.149805908418,264.522462871053,0.862968240504621,0.0195530726256983,0.569832402234637,2789,-1201885706934.58,0.868715083798883,0.438150038708799
1599,357,109751.172196752,307.426252651968,240.855295672351,266.98813060857,0.868462365544373,0.0252100840336134,0.602240896358543,2790,-1237942088302.22,0.865546218487395,0.445144090069997
1600,355,108574.800645795,305.844508861394,235.771932919822,266.279364464195,0.870636407550708,0.028169014084507,0.554929577464789,2886,-1275080189502.37,0.859154929577465,0.442831855920627
1601,358,109876.864894589,306.918617023993,239.113718910522,265.173275770466,0.86398563352622,0.0502793296089385,0.575418994413408,2783,-1313332456039.19,0.879888268156425,0.447207827368857
1602,355,110706.858944236,311.85030688517,240.969274677007,275.21619704472,0.882526619241263,0.0366197183098592,0.594366197183099,2829,-1352732312925.46,0.88169014084507,0.452720614425324
1603,354,110420.747013689,311.923014162965,241.777260150326,264.973041942933,0.849482179614031,0.0141242937853107,0.590395480225988,2843,-1393314177456.85,0.887005649717514,0.437941101910276
